6d,Evy,Clericoates,w,57272 Lighthouse Bay Hill,B2V,Catalina,08.02.2003,Rivy Ollive
6d,Nissie,Mattussevich,w,9 Del Mar Parkway,B2V,Catalina,22.10.2002,Rivy Ollive
6d,Ruthann,Southorn,w,66482 8th Way,B2V,Catalina,16.01.2002,Rivy Ollive
6d,Redd,Litchmore,m,690 Stephen Park,B2V,Catalina,03.03.2003,Rivy Ollive
6d,Wang,Emblem,m,9 Grim Terrace,B2V,Catalina,06.03.2003,Rivy Ollive
6d,Justen,Arrighini,m,3 Ridge Oak Terrace,B2V,Catalina,29.10.2002,Rivy Ollive
6d,Justinian,Gorges,m,040 Bartillon Alley,B2V,Catalina,18.10.2002,Rivy Ollive
6d,Lee,Symcox,w,06 2nd Street,B2V,Catalina,29.12.2002,Rivy Ollive
6d,Aurel,Seakings,w,0 Dixon Center,B2V,Catalina,27.03.2003,Rivy Ollive
6d,Harvey,Welburn,m,17 Truax Way,B2V,Catalina,16.12.2002,Rivy Ollive
6d,Bev,Kagan,w,2 Shasta Way,B2V,Catalina,01.11.2002,Rivy Ollive
6d,Hanni,Kobel,w,6 Warrior Pass,B2V,Catalina,25.12.2002,Rivy Ollive
6d,Natty,Niessen,w,394 Butternut Way,B2V,Catalina,20.03.2003,Rivy Ollive
6d,Bealle,Beldum,m,1023 Straubel Place,B2V,Catalina,26.06.2002,Rivy Ollive
